Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,Attrition_rate
52.0,3,21.0,3,69,0,3,2.0,3.0,4,-1.8176,-0.4537,2.0,5,7,3,0,0,1,0,0,2,0.1718
61.0,3,26.0,3,60,1,3,8.0,1.0,3,-0.1048,0.7075,2.0,3,7,3,0,0,0,4,0,3,0.251
22.0,3,3.0,3,45,2,4,5.0,4.0,4,0.7516,-0.4537,2.0,2,7,3,1,1,4,2,3,3,0.1543
37.0,5,15.0,2,30,1,3,8.0,1.0,5,-0.1048,0.7075,2.0,3,8,1,0,1,4,0,3,3,0.1583
30.0,4,6.0,1,58,1,2,7.0,3.0,3,0.7516,0.7075,1.0,2,7,3,1,0,1,10,3,4,0.093
32.0,2,9.0,4,49,0,2,4.0,4.0,4,0.7516,-0.4537,2.0,1,7,5,1,0,4,10,0,2,0.1589
27.0,3,5.0,4,41,0,3,7.0,2.0,3,0.7516,-0.4537,1.0,3,5,3,1,0,2,3,2,2,0.0756
42.0,5,13.0,1,33,1,1,4.0,3.0,3,-0.1048,1.8688,2.0,2,8,3,0,0,2,3,3,3,0.1525
27.0,3,5.0,4,68,0,3,8.0,4.0,4,0.7516,0.7075,2.0,4,8,4,1,0,4,7,2,3,0.8769
21.0,3,2.0,1,68,1,1,8.0,2.0,3,0.7516,0.7075,2.0,4,8,3,0,0,2,3,1,3,0.2293
49.0,4,15.0,2,51,0,3,6.0,2.0,4,-0.1048,-2.7762,3.0,2,7,3,0,1,4,3,1,3,0.0478
44.0,2,20.0,2,25,2,3,5.0,3.0,3,-0.1048,-0.4537,1.0,1,8,4,0,0,1,4,0,2,0.0544
23.0,4,4.0,1,30,1,2,5.0,4.0,3,-0.1048,0.7075,2.0,4,8,3,0,0,0,10,3,1,0.6302
48.0,4,15.0,4,72,0,4,7.0,1.0,3,-1.8176,-0.4537,2.0,3,7,4,1,0,2,10,3,2,0.1347
22.0,3,3.0,3,46,1,4,4.0,3.0,4,-0.1048,-0.4537,1.0,3,8,4,0,0,1,0,3,3,0.0
27.0,3,5.0,3,37,1,2,5.0,4.0,3,0.7516,-1.615,3.0,2,5,2,1,0,3,4,2,2,0.0777
54.0,3,24.0,4,26,1,2,2.0,1.0,2,0.7516,-0.4537,3.0,3,5,1,1,0,1,2,0,3,0.0223
49.0,4,12.0,3,48,0,5,8.0,4.0,2,-0.1048,-0.4537,3.0,3,8,3,1,0,4,10,1,2,0.1191
37.0,2,13.0,1,36,0,3,7.0,1.0,3,1.6081,0.7075,1.0,2,8,3,1,0,2,7,2,3,0.0559
59.0,5,28.0,3,29,0,3,4.0,4.0,3,-0.1048,0.7075,3.0,2,6,5,0,1,1,3,2,2,0.1962
31.0,3,3.0,1,63,2,4,6.0,4.0,1,0.7516,0.7075,2.0,3,9,3,0,0,2,10,1,3,0.9299
19.0,4,0.0,0,50,2,5,5.0,2.0,2,1.6081,-0.4537,3.0,3,8,2,1,0,3,2,3,3,0.1306
43.0,3,10.0,3,50,1,1,5.0,3.0,3,0.7516,-0.4537,2.0,3,8,3,1,1,3,7,1,2,0.1038
32.0,3,9.0,4,74,1,5,8.0,1.0,3,-0.1048,-0.4537,2.0,3,9,4,0,1,4,9,1,3,0.1045
22.0,2,3.0,2,58,0,1,9.0,2.0,4,-0.1048,1.8688,1.0,3,5,4,0,0,3,3,0,2,0.1152
46.0,4,15.0,1,43,1,2,4.0,1.0,4,-0.1048,-0.4537,2.0,4,8,3,0,0,0,3,1,3,0.0433
52.0,5,24.0,3,35,1,2,8.0,4.0,3,-1.8176,1.8688,2.0,3,7,1,1,1,1,3,0,3,0.2683
20.0,3,1.0,1,65,1,2,4.0,3.0,3,-0.1048,-0.4537,2.0,3,8,3,0,0,2,1,2,2,0.1006
56.0,5,18.0,1,31,0,5,8.0,1.0,3,0.7516,-0.4537,2.0,1,8,3,0,1,2,9,2,3,0.1965
28.0,3,5.0,4,33,1,3,6.0,1.0,3,0.7516,-0.4537,3.0,3,8,4,0,0,2,3,0,2,0.001
32.0,3,10.0,1,35,0,2,6.0,3.0,3,-0.9612,1.8688,1.0,3,7,3,1,0,1,0,2,2,0.2568
53.0,3,23.0,4,37,1,3,10.0,2.0,3,-1.8176,-0.4537,2.0,2,5,4,0,1,2,2,2,4,0.042
60.0,3,23.0,1,37,1,3,5.0,3.0,3,0.7516,-0.4537,2.0,3,8,3,1,0,0,3,0,2,0.1353
38.0,4,14.0,1,60,2,2,6.0,1.0,4,-0.1048,-1.615,2.0,3,9,3,0,1,1,5,1,2,0.0089
27.0,3,5.0,4,71,2,2,6.0,2.0,3,-0.9612,-2.7762,2.0,4,7,3,0,1,0,9,3,3,0.0155
52.0,3,20.0,2,69,0,2,5.0,1.0,3,-0.1048,-0.4537,3.0,4,7,5,0,1,4,10,3,3,0.3777
37.0,3,15.0,4,44,0,3,8.0,1.0,3,-1.8176,-0.4537,2.0,4,8,3,0,0,1,0,0,2,0.1908
31.0,1,9.0,4,48,1,1,8.0,3.0,4,0.7516,1.8688,2.0,3,6,3,0,1,0,6,0,2,0.0098
28.0,4,4.0,3,42,1,2,7.0,2.0,3,0.7516,-0.4537,2.0,1,8,3,1,1,4,6,3,2,0.2679
27.0,4,5.0,2,73,0,3,8.0,4.0,4,0.7516,1.8688,2.0,4,8,3,0,0,3,1,2,2,0.0902
25.0,5,6.0,1,30,2,4,5.0,2.0,2,1.6081,-0.4537,2.0,4,8,3,1,0,2,10,3,2,0.175
45.0,2,20.0,2,59,0,3,5.0,2.0,3,-0.9612,-0.4537,2.0,3,5,3,1,0,3,3,1,2,0.022
59.0,4,26.0,2,67,1,2,5.0,2.0,4,-0.1048,-0.4537,3.0,2,8,3,0,0,3,10,2,3,0.0171
46.0,1,7.0,1,49,0,3,4.0,4.0,3,-0.9612,0.7075,1.0,2,7,5,0,0,3,0,1,2,0.0664
37.0,4,14.0,1,66,1,5,5.0,4.0,2,-0.9612,-0.4537,2.0,4,8,3,0,1,2,10,0,3,0.1919
37.0,2,10.0,1,46,1,1,6.0,4.0,2,-1.8176,-0.4537,2.0,4,8,4,0,0,3,3,0,2,0.1496
37.0,5,11.0,3,42,1,3,6.0,1.0,3,-0.1048,-0.4537,2.0,3,7,4,0,0,4,7,1,3,0.0335
55.0,4,19.0,1,53,0,3,4.0,1.0,3,-1.8176,0.7075,2.0,3,7,3,0,1,1,10,3,2,0.1161
22.0,5,3.0,2,29,0,2,2.0,2.0,3,-0.1048,0.7075,2.0,2,9,3,0,1,4,11,0,3,0.0661
26.0,3,4.0,2,31,1,3,8.0,2.0,3,1.6081,0.7075,2.0,3,7,3,0,0,0,3,2,2,0.0461
21.0,3,2.0,1,71,1,2,5.0,1.0,3,0.7516,1.8688,2.0,3,7,4,0,0,3,3,2,2,0.0312
27.0,4,5.0,2,29,1,2,4.0,4.0,3,-0.9612,0.7075,2.0,4,9,4,0,0,2,3,1,4,0.1411
22.0,4,3.0,3,68,0,2,7.0,3.0,2,0.7516,-0.4537,2.0,4,8,2,1,1,2,10,3,3,0.6940000000000001
63.0,1,30.0,3,54,1,3,8.0,3.0,4,-0.9612,0.7075,2.0,1,6,4,1,0,4,1,1,2,0.0774
42.0,3,9.0,3,23,1,3,5.0,2.0,4,0.7516,1.8688,2.0,4,6,3,1,1,4,7,0,3,0.0379
37.0,3,24.0,1,34,0,4,8.0,3.0,5,0.7516,-0.4537,2.0,5,8,5,1,0,3,0,1,2,0.1514
28.0,4,5.0,1,51,0,1,8.0,1.0,2,-0.1048,-0.4537,2.0,2,7,2,0,0,3,10,2,2,0.1247
35.0,5,6.0,1,51,1,3,6.0,2.0,4,-1.8176,-0.4537,2.0,2,7,3,1,0,1,6,2,4,0.0032
34.0,3,9.0,1,41,0,3,6.0,2.0,3,0.7516,-0.4537,2.0,3,8,4,0,0,2,0,1,3,0.1995
28.0,5,5.0,2,25,1,3,3.0,3.0,3,-1.8176,0.7075,2.0,3,5,3,1,0,1,5,0,2,0.7602
39.0,4,12.0,3,60,0,3,7.0,4.0,3,-0.1048,-0.4537,3.0,3,7,4,0,1,1,2,2,3,0.2289
33.0,2,5.0,3,49,2,3,4.0,3.0,3,1.6081,0.7075,1.0,4,8,3,0,0,0,3,3,2,0.3863
62.0,3,29.0,2,38,0,3,8.0,3.0,4,0.7516,-0.4537,2.0,4,8,5,0,0,1,10,1,2,0.061
46.0,3,16.0,2,50,1,2,5.0,1.0,3,-0.1048,-0.4537,2.0,3,9,3,1,0,1,7,2,3,0.2199
37.0,3,6.0,2,29,1,3,4.0,2.0,4,-0.1048,-0.4537,1.0,1,7,3,0,0,1,10,1,2,0.0746
41.0,3,10.0,2,42,1,1,6.0,1.0,4,-1.8176,-0.4537,2.0,3,9,2,0,1,3,2,1,2,0.1777
54.0,4,27.0,3,44,1,1,7.0,1.0,4,-0.1048,0.7075,2.0,2,6,3,1,0,2,10,3,2,0.1643
50.0,4,26.0,4,24,1,1,7.0,3.0,1,-1.8176,-2.7762,2.0,1,7,4,0,1,4,4,0,2,0.1051
37.0,4,8.0,4,68,0,4,2.0,3.0,5,-0.1048,0.7075,2.0,4,8,3,0,1,1,5,2,3,0.098
38.0,4,4.0,3,74,1,3,8.0,1.0,3,0.7516,-0.4537,1.0,2,8,3,1,1,1,3,0,2,0.049
43.0,5,18.0,4,42,2,3,7.0,1.0,3,-0.1048,1.8688,2.0,3,8,3,0,0,3,9,1,2,0.5279
34.0,5,5.0,1,73,2,4,2.0,1.0,3,0.7516,-1.615,2.0,2,6,3,1,0,1,3,1,2,0.0063
61.0,2,22.0,4,69,0,1,4.0,3.0,3,0.7516,1.8688,2.0,4,5,3,0,1,4,2,3,2,0.1569
19.0,3,0.0,0,29,1,2,10.0,2.0,3,-0.1048,0.7075,1.0,3,8,3,0,0,1,3,0,3,0.1243
60.0,3,37.0,3,26,1,2,7.0,4.0,3,-0.1048,-0.4537,2.0,3,6,3,0,0,3,10,1,2,0.2445
23.0,4,4.0,2,51,1,2,5.0,4.0,3,-0.1048,-0.4537,2.0,3,8,3,0,1,3,2,3,2,0.2869
38.0,4,8.0,3,58,2,3,6.0,3.0,4,-0.1048,0.7075,2.0,4,6,2,0,0,4,10,2,3,0.3228
56.0,3,18.0,3,55,1,5,8.0,4.0,3,-1.8176,-0.4537,1.0,3,8,3,1,0,3,3,3,2,0.1868
45.0,5,6.0,4,31,0,4,3.0,3.0,4,0.7516,-1.615,1.0,3,6,3,1,0,1,3,2,3,0.1345
25.0,3,6.0,1,43,1,3,1.0,4.0,1,-1.8176,-0.4537,2.0,2,8,3,1,0,3,5,1,2,0.0943
34.0,4,12.0,1,42,1,3,5.0,3.0,4,0.7516,-0.4537,2.0,4,8,5,1,1,4,2,0,2,0.2896
32.0,2,9.0,1,35,0,1,10.0,4.0,5,-0.9612,0.7075,2.0,4,6,3,0,0,2,3,2,3,0.1562
53.0,4,19.0,1,66,1,4,6.0,3.0,3,-0.1048,-0.4537,2.0,2,8,3,0,0,2,2,2,2,0.2534
21.0,4,2.0,2,67,0,3,8.0,1.0,4,1.6081,-0.4537,3.0,1,6,4,0,0,0,5,3,2,0.2367
31.0,3,4.0,4,49,0,1,5.0,2.0,3,-0.9612,-0.4537,3.0,2,8,3,0,1,3,7,1,2,0.2359
37.0,4,15.0,4,44,1,1,8.0,1.0,3,-0.9612,-0.4537,2.0,3,7,3,1,1,3,10,2,2,0.2183
22.0,4,3.0,3,72,1,1,7.0,1.0,3,-1.8176,1.8688,2.0,4,8,4,0,1,4,3,0,2,0.2718
54.0,1,24.0,2,69,1,3,9.0,4.0,3,-0.9612,-0.4537,2.0,2,7,3,1,0,0,5,3,2,0.1032
37.0,2,12.0,1,69,1,1,1.0,1.0,1,0.7516,1.8688,3.0,3,8,3,1,1,3,5,1,2,0.1578
31.0,3,2.0,2,32,1,2,2.0,1.0,3,0.7516,0.7075,2.0,3,6,3,0,1,4,1,1,4,0.1629
31.0,4,4.0,4,60,0,2,3.0,4.0,2,-0.1048,1.8688,2.0,2,8,3,0,0,3,8,0,2,0.0703
32.0,3,5.0,2,54,2,3,6.0,4.0,3,-0.1048,-0.4537,2.0,1,5,3,0,0,3,2,2,3,0.2512
58.0,3,20.0,4,56,0,3,7.0,4.0,3,-0.1048,-0.4537,2.0,3,8,1,1,0,2,2,1,2,0.1086
30.0,3,8.0,2,31,2,5,7.0,1.0,4,-1.8176,-0.4537,2.0,3,8,3,0,1,1,2,2,2,0.1639999999999999
21.0,1,2.0,1,70,1,5,7.0,4.0,4,-1.8176,-0.4537,2.0,3,8,4,1,1,4,5,1,3,0.3107
27.0,4,4.0,4,22,0,2,8.0,2.0,2,0.7516,0.7075,1.0,3,7,3,1,0,1,5,2,3,0.0189
38.0,4,3.0,3,69,2,3,6.0,1.0,3,-1.8176,0.7075,2.0,3,8,4,0,1,4,3,1,2,0.1543
60.0,3,33.0,4,47,1,4,5.0,2.0,3,-0.1048,-0.4537,2.0,3,7,2,0,1,3,3,1,2,0.0905
58.0,3,36.0,4,23,1,5,8.0,1.0,3,-0.1048,0.7075,2.0,4,6,4,1,1,4,9,0,3,0.2459
65.0,4,33.0,1,56,0,3,4.0,3.0,4,0.7516,0.7075,2.0,3,6,3,0,0,0,3,3,2,0.0206
25.0,4,6.0,1,30,2,3,9.0,3.0,5,-0.9612,-0.4537,2.0,2,8,2,0,0,2,3,1,2,0.2291
45.0,3,9.0,1,37,0,2,5.0,3.0,3,0.7516,0.7075,2.0,2,7,3,1,0,3,11,1,2,0.0403
31.0,1,8.0,3,31,2,2,8.0,1.0,3,-0.1048,-0.4537,1.0,3,8,3,1,1,1,3,2,2,0.2188
36.0,1,13.0,4,70,0,4,5.0,1.0,5,0.7516,-2.7762,3.0,3,9,2,0,1,3,3,2,2,0.0607
60.0,2,22.0,3,63,2,2,6.0,3.0,4,0.7516,-0.4537,2.0,2,8,5,0,1,1,4,2,2,0.2272
60.0,1,31.0,1,42,1,3,6.0,3.0,4,0.7516,-0.4537,2.0,3,7,2,1,0,3,10,0,2,0.0291
47.0,4,12.0,4,55,1,2,4.0,1.0,4,0.7516,0.7075,2.0,4,8,3,1,0,1,2,0,3,0.0527
53.0,5,15.0,1,73,1,3,2.0,2.0,4,0.7516,-0.4537,2.0,2,6,4,0,0,4,2,0,3,0.0478
48.0,3,11.0,2,51,1,4,5.0,4.0,3,0.7516,-0.4537,2.0,2,8,5,0,0,2,10,2,3,0.0263
47.0,4,11.0,2,21,0,2,5.0,4.0,3,-1.8176,-0.4537,1.0,5,8,1,0,0,2,9,3,3,0.0926
52.0,1,13.0,4,62,1,1,2.0,1.0,3,-1.8176,-1.615,1.0,3,7,3,0,1,0,10,2,2,0.2322
65.0,5,36.0,4,68,0,3,6.0,4.0,4,0.7516,0.7075,2.0,3,5,4,0,1,2,2,0,4,0.3604
19.0,2,0.0,0,40,2,3,2.0,1.0,3,-0.1048,1.8688,2.0,2,7,3,0,0,0,10,0,2,0.0052
26.0,2,4.0,2,41,1,3,2.0,3.0,3,0.7516,0.7075,2.0,1,7,5,0,1,1,2,3,3,0.2283
49.0,3,23.0,2,20,1,2,6.0,3.0,1,-0.9612,-0.4537,2.0,3,7,5,1,0,2,8,1,3,0.1385
34.0,2,12.0,4,54,2,2,2.0,2.0,2,-0.9612,-0.4537,2.0,2,8,3,0,1,2,10,1,2,0.2979
25.0,4,6.0,3,20,0,3,5.0,1.0,4,0.7516,-0.4537,2.0,4,5,3,0,1,1,11,2,2,0.7669
28.0,3,4.0,2,64,1,3,3.0,4.0,1,-0.9612,-0.4537,2.0,2,8,3,1,0,2,5,3,2,0.0945
51.0,4,19.0,1,32,1,3,8.0,4.0,2,-1.8176,0.7075,3.0,2,6,5,0,0,3,2,0,2,0.2653
23.0,2,4.0,4,33,1,3,2.0,2.0,4,0.7516,-0.4537,2.0,4,7,3,0,1,1,2,0,2,0.2529
57.0,3,24.0,1,27,1,3,5.0,4.0,3,-0.1048,-0.4537,1.0,4,7,4,0,1,2,4,2,3,0.1899
24.0,3,5.0,1,34,1,2,6.0,3.0,5,0.7516,-0.4537,3.0,2,6,3,1,0,2,0,3,4,0.0596
26.0,3,2.0,1,30,1,3,9.0,1.0,3,-0.9612,-1.615,3.0,1,8,3,0,0,1,10,1,2,0.0592
42.0,2,7.0,4,60,1,3,2.0,1.0,3,-0.1048,0.7075,2.0,1,5,4,0,0,2,5,2,3,0.1813
28.0,3,4.0,3,59,1,1,8.0,1.0,3,-0.1048,-2.7762,2.0,3,9,1,0,0,2,2,2,2,0.1421
21.0,4,2.0,2,44,2,1,5.0,1.0,3,0.7516,-0.4537,2.0,2,8,3,0,0,2,4,1,2,0.1305
57.0,2,24.0,4,40,1,2,4.0,3.0,3,-0.1048,0.7075,2.0,4,5,3,1,1,2,10,0,2,0.5785
61.0,4,27.0,4,42,0,3,4.0,1.0,3,0.7516,-0.4537,2.0,2,5,1,0,0,2,4,2,4,0.0425
22.0,2,3.0,2,25,1,4,7.0,1.0,3,-0.1048,0.7075,2.0,2,8,3,0,0,3,5,0,3,0.1043
21.0,2,2.0,2,64,0,3,5.0,2.0,5,0.7516,-1.615,2.0,4,7,2,0,0,2,10,0,3,0.0416
21.0,3,2.0,2,52,1,3,6.0,3.0,2,0.7516,-1.615,1.0,2,6,5,1,0,1,5,1,2,0.1919
26.0,2,4.0,3,42,1,3,4.0,3.0,1,-0.1048,-0.4537,2.0,3,5,3,0,0,1,2,1,3,0.2638
34.0,3,9.0,2,27,2,4,8.0,4.0,4,-0.9612,-0.4537,3.0,2,5,5,0,1,2,0,2,2,0.0311
48.0,3,22.0,1,73,1,4,4.0,2.0,3,-0.1048,0.7075,2.0,3,8,3,0,1,3,10,2,2,0.4429
56.0,2,32.0,2,42,1,4,8.0,3.0,3,-0.1048,-0.4537,2.0,4,8,3,1,0,0,10,1,4,0.1574
65.0,1,41.0,1,51,0,5,5.0,1.0,3,0.7516,0.7075,1.0,2,8,3,0,0,1,2,1,3,0.192
31.0,5,4.0,2,42,0,3,9.0,2.0,1,-0.1048,-0.4537,2.0,4,7,4,1,0,0,10,3,0,0.609
43.0,4,16.0,1,48,1,2,9.0,1.0,3,0.7516,-1.615,2.0,2,6,3,1,0,4,1,1,3,0.1716
64.0,3,37.0,4,62,0,3,4.0,4.0,3,-0.1048,0.7075,2.0,4,8,4,0,0,3,1,0,2,0.0221
31.0,4,9.0,1,20,0,2,4.0,4.0,3,0.7516,-0.4537,2.0,4,8,4,0,0,1,0,0,2,0.1293
45.0,4,14.0,1,55,2,3,2.0,2.0,4,0.7516,-0.4537,2.0,3,8,3,1,0,2,5,3,3,0.1343
20.0,4,1.0,1,56,1,5,5.0,2.0,3,-1.8176,-0.4537,2.0,3,8,3,0,1,3,8,3,2,0.1737
29.0,3,5.0,3,40,0,3,8.0,3.0,2,-0.1048,-0.4537,2.0,4,7,2,1,0,2,2,0,2,0.1555
45.0,1,16.0,1,73,1,4,8.0,2.0,5,0.7516,0.7075,2.0,4,7,3,0,1,1,3,1,2,0.1671
50.0,1,18.0,1,52,0,3,8.0,1.0,2,-1.8176,0.7075,2.0,3,8,3,1,1,2,10,1,3,0.0123
55.0,4,27.0,1,48,0,3,8.0,4.0,2,0.7516,0.7075,2.0,3,5,3,0,0,3,11,3,2,0.0482
33.0,4,9.0,4,27,1,2,6.0,3.0,3,-0.1048,0.7075,2.0,2,7,3,0,0,4,5,2,3,0.2451
58.0,3,28.0,1,64,0,3,7.0,4.0,3,-0.1048,-0.4537,1.0,4,8,5,1,1,3,3,3,2,0.4217
65.0,3,36.0,3,74,2,2,8.0,2.0,5,-0.1048,-0.4537,3.0,4,7,2,0,1,3,0,1,3,0.0473
34.0,3,8.0,4,32,1,3,9.0,3.0,4,-0.1048,0.7075,2.0,4,8,3,0,0,3,2,2,3,0.1852
39.0,4,15.0,2,36,1,2,6.0,3.0,3,-0.1048,0.7075,1.0,3,8,4,0,1,2,3,2,2,0.0474
37.0,1,12.0,2,52,0,2,5.0,2.0,3,-0.9612,-0.4537,3.0,4,6,3,1,1,2,3,1,2,0.7447
25.0,4,6.0,4,72,0,4,9.0,1.0,3,-1.8176,-0.4537,1.0,3,7,4,0,0,4,5,0,2,0.2466
58.0,4,32.0,4,63,0,2,6.0,1.0,3,-1.8176,0.7075,3.0,3,6,3,0,0,3,2,1,2,0.0376
32.0,3,4.0,1,47,1,3,5.0,4.0,3,0.7516,0.7075,2.0,2,8,3,0,0,3,2,1,2,0.0321
52.0,4,15.0,2,42,0,2,5.0,3.0,3,0.7516,-0.4537,1.0,4,6,3,1,0,4,2,3,2,0.0412
59.0,1,30.0,3,66,2,3,5.0,3.0,2,0.7516,0.7075,2.0,3,7,5,0,1,1,5,0,2,0.1824
22.0,3,3.0,3,26,2,3,8.0,5.0,3,-0.1048,-2.7762,2.0,2,8,3,1,1,3,9,0,2,0.1725
30.0,3,6.0,2,31,0,3,5.0,4.0,3,-1.8176,0.7075,2.0,4,6,5,0,1,0,2,3,2,0.1506
21.0,3,2.0,2,45,1,2,6.0,1.0,4,-0.1048,-0.4537,2.0,4,8,5,0,0,0,2,2,2,0.1321
22.0,3,3.0,3,42,1,3,8.0,1.0,4,-0.9612,-0.4537,2.0,3,7,3,1,1,4,8,3,2,0.1618
42.0,3,9.0,3,50,0,3,5.0,2.0,3,0.7516,1.8688,1.0,1,6,2,0,0,4,11,3,2,0.5346
60.0,1,28.0,1,45,2,4,8.0,3.0,4,-0.1048,1.8688,1.0,2,8,2,1,0,2,2,2,2,0.0747
52.0,3,26.0,3,27,1,2,8.0,2.0,3,-0.1048,1.8688,2.0,3,5,3,1,0,4,2,0,2,0.1822
37.0,3,13.0,3,68,1,2,8.0,1.0,4,-1.8176,0.7075,2.0,3,7,4,1,0,3,2,1,2,0.0449
63.0,2,31.0,4,64,0,2,6.0,1.0,3,-0.9612,0.7075,2.0,3,8,3,1,0,3,2,3,4,0.0834
21.0,3,2.0,2,32,2,3,4.0,2.0,3,0.7516,-0.4537,2.0,3,8,3,0,0,2,7,0,1,0.1666
40.0,5,15.0,1,69,1,2,4.0,2.0,3,-1.8176,-0.4537,2.0,3,8,4,0,0,1,7,1,3,0.0177
42.0,1,8.0,4,56,2,2,7.0,3.0,3,-0.9612,-0.4537,2.0,1,8,1,0,0,1,2,1,3,0.1873
37.0,4,11.0,4,65,1,4,7.0,2.0,3,-0.1048,-2.7762,2.0,2,7,3,1,0,4,0,3,2,0.037
54.0,1,29.0,1,73,1,4,6.0,3.0,4,0.7516,-0.4537,2.0,5,8,3,0,0,1,2,0,2,0.1856
25.0,5,6.0,3,35,0,3,5.0,1.0,4,1.6081,-2.7762,2.0,4,8,3,0,1,1,2,0,2,0.1784
35.0,3,10.0,3,55,2,3,5.0,5.0,3,0.7516,0.7075,2.0,3,9,1,1,0,1,2,1,2,0.0694
35.0,1,6.0,1,35,0,2,8.0,3.0,4,0.7516,-0.4537,2.0,4,7,3,1,1,3,7,2,2,0.1362
51.0,4,27.0,1,25,0,3,4.0,1.0,4,-0.1048,-1.615,2.0,3,8,4,0,0,0,1,0,3,0.1761
35.0,5,13.0,2,24,1,5,5.0,1.0,3,-1.8176,-0.4537,2.0,3,6,2,0,1,1,0,3,2,0.1358
52.0,4,23.0,2,31,1,2,7.0,2.0,4,0.7516,0.7075,2.0,2,8,3,0,0,3,9,0,2,0.2873
52.0,4,14.0,4,69,1,4,8.0,4.0,2,-0.1048,1.8688,2.0,2,8,4,1,0,0,2,3,1,0.1257
41.0,4,4.0,1,50,2,3,4.0,1.0,3,-0.1048,-0.4537,2.0,2,8,3,1,0,2,2,0,2,0.1938
42.0,3,16.0,3,65,1,4,4.0,1.0,1,-0.1048,-0.4537,2.0,2,7,3,1,1,1,10,1,3,0.1918
58.0,3,32.0,2,24,1,3,5.0,3.0,3,0.7516,0.7075,2.0,4,6,2,1,0,3,3,2,2,0.1962
39.0,3,11.0,3,52,2,1,8.0,1.0,3,-1.8176,-0.4537,1.0,4,5,3,0,1,3,2,0,3,0.0187
19.0,3,0.0,0,42,1,3,8.0,1.0,1,-0.1048,-0.4537,1.0,5,5,5,0,0,1,3,3,3,0.0997
57.0,5,20.0,1,41,1,3,4.0,2.0,5,-0.1048,-0.4537,1.0,2,5,3,0,1,2,5,3,2,0.118
27.0,3,4.0,3,23,1,4,6.0,1.0,2,0.7516,-0.4537,2.0,3,8,3,1,0,4,7,0,1,0.0147
30.0,4,7.0,3,65,0,3,2.0,2.0,3,-0.1048,-0.4537,1.0,3,5,3,0,1,2,9,3,3,0.2603
54.0,4,26.0,1,54,0,5,4.0,4.0,1,-1.8176,-0.4537,2.0,2,5,4,0,0,0,7,0,3,0.9853
37.0,1,11.0,4,67,0,3,8.0,3.0,3,-1.8176,-0.4537,2.0,3,7,4,1,0,3,2,3,2,0.0937
24.0,3,5.0,3,60,1,5,9.0,3.0,4,0.7516,-0.4537,2.0,3,8,4,0,1,1,5,3,3,0.3965
33.0,2,6.0,1,51,1,3,8.0,3.0,3,0.7516,0.7075,1.0,3,7,3,1,1,3,9,0,3,0.093
49.0,4,21.0,2,69,1,4,7.0,2.0,5,-0.1048,0.7075,2.0,2,9,3,1,0,2,0,2,2,0.4848
24.0,3,5.0,4,58,0,2,5.0,4.0,3,-0.9612,-0.4537,2.0,3,5,3,1,0,3,4,3,3,0.0689
36.0,1,8.0,3,29,0,3,5.0,4.0,2,0.7516,-0.4537,2.0,3,7,3,0,0,3,7,3,2,0.1912
28.0,4,5.0,1,73,0,5,5.0,1.0,3,1.6081,-0.4537,3.0,3,8,3,1,0,3,9,2,2,0.221
54.0,4,30.0,2,55,1,1,1.0,4.0,3,-0.1048,0.7075,2.0,3,5,3,0,0,4,9,2,3,0.2238
34.0,2,12.0,1,52,2,4,4.0,2.0,1,-0.9612,-0.4537,2.0,3,8,5,1,1,1,0,3,0,0.2452
25.0,3,6.0,2,33,0,3,8.0,3.0,3,-0.1048,0.7075,2.0,3,8,3,0,1,3,2,0,3,0.0209
45.0,3,13.0,2,72,0,1,4.0,4.0,3,0.7516,-0.4537,2.0,1,9,3,1,1,0,2,0,2,0.0415
38.0,4,9.0,3,28,0,5,6.0,5.0,3,0.7516,1.8688,2.0,3,7,5,1,1,3,6,0,3,0.546
19.0,4,0.0,0,60,1,3,4.0,1.0,3,0.7516,0.7075,2.0,3,7,3,0,0,3,0,0,2,0.0172
28.0,3,4.0,2,46,0,4,7.0,3.0,3,1.6081,-0.4537,1.0,3,5,4,0,1,1,9,0,2,0.4208
26.0,2,3.0,3,62,0,2,8.0,1.0,3,-0.1048,-0.4537,1.0,3,8,3,0,1,4,2,2,3,0.1458
35.0,4,9.0,4,24,1,3,8.0,1.0,4,-1.8176,-0.4537,2.0,2,6,5,0,1,2,11,1,2,0.0558
23.0,3,4.0,2,71,1,5,8.0,1.0,5,0.7516,-0.4537,2.0,3,6,3,0,1,0,7,3,3,0.2348
47.0,4,12.0,3,36,1,3,4.0,2.0,3,0.7516,-0.4537,2.0,1,7,5,0,0,0,2,1,3,0.1021
56.0,3,30.0,3,28,0,1,8.0,3.0,2,-0.1048,-0.4537,2.0,4,8,3,0,0,1,3,2,3,0.6255
31.0,3,8.0,1,51,1,3,6.0,1.0,5,0.7516,0.7075,2.0,3,7,3,0,1,1,9,0,3,0.0576
54.0,4,23.0,1,52,0,3,8.0,1.0,2,-0.1048,-0.4537,2.0,3,8,3,1,1,3,5,3,1,0.7444
65.0,4,26.0,1,56,1,4,8.0,2.0,4,0.7516,-0.4537,2.0,4,5,3,1,0,4,1,1,3,0.2874
